LGA_2011,Local Government Areas - 2011,INDEX_TYPE,Index Type,MEASURE,Measure,Value
14850,Lismore (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1165
14850,Lismore (C),IER,Index of Economic Resources,URP,Usual resident population,42770
14870,Lithgow (C),IER,Index of Economic Resources,SCORE,Score,954
14870,Lithgow (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,684
14870,Lithgow (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1188
14870,Lithgow (C),IER,Index of Economic Resources,URP,Usual resident population,20142
14900,Liverpool (C),IER,Index of Economic Resources,SCORE,Score,1002
14900,Liverpool (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,464
14900,Liverpool (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1220
14900,Liverpool (C),IER,Index of Economic Resources,URP,Usual resident population,180172
14920,Liverpool Plains (A),IER,Index of Economic Resources,SCORE,Score,957
14920,Liverpool Plains (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,666
14920,Liverpool Plains (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1077
14920,Liverpool Plains (A),IER,Index of Economic Resources,URP,Usual resident population,7490
14950,Lockhart (A),IER,Index of Economic Resources,SCORE,Score,1018
14950,Lockhart (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,940
14950,Lockhart (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1138
14950,Lockhart (A),IER,Index of Economic Resources,URP,Usual resident population,3006
15050,Maitland (C),IER,Index of Economic Resources,SCORE,Score,1014
15050,Maitland (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,667
15050,Maitland (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1213
15050,Maitland (C),IER,Index of Economic Resources,URP,Usual resident population,67443
15150,Manly (A),IER,Index of Economic Resources,SCORE,Score,1058
15150,Manly (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,840
15150,Manly (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1180
15150,Manly (A),IER,Index of Economic Resources,URP,Usual resident population,39737
15200,Marrickville (A),IER,Index of Economic Resources,SCORE,Score,969
15200,Marrickville (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,599
15200,Marrickville (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1090
15200,Marrickville (A),IER,Index of Economic Resources,URP,Usual resident population,76448
15270,Mid-Western Regional (A),IER,Index of Economic Resources,SCORE,Score,984
15270,Mid-Western Regional (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,773
15270,Mid-Western Regional (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1149
15270,Mid-Western Regional (A),IER,Index of Economic Resources,URP,Usual resident population,22300
15300,Moree Plains (A),IER,Index of Economic Resources,SCORE,Score,929
15300,Moree Plains (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,515
15300,Moree Plains (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1139
15300,Moree Plains (A),IER,Index of Economic Resources,URP,Usual resident population,13415
15350,Mosman (A),IER,Index of Economic Resources,SCORE,Score,1065
15350,Mosman (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,890
15350,Mosman (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1181
15350,Mosman (A),IER,Index of Economic Resources,URP,Usual resident population,27462
15500,Murray (A),IER,Index of Economic Resources,SCORE,Score,995
15500,Murray (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,535
15500,Murray (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1108
15500,Murray (A),IER,Index of Economic Resources,URP,Usual resident population,6966
15550,Murrumbidgee (A),IER,Index of Economic Resources,SCORE,Score,959
15550,Murrumbidgee (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,893
15550,Murrumbidgee (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1074
15550,Murrumbidgee (A),IER,Index of Economic Resources,URP,Usual resident population,2262
15650,Muswellbrook (A),IER,Index of Economic Resources,SCORE,Score,994
15650,Muswellbrook (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,706
15650,Muswellbrook (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1152
15650,Muswellbrook (A),IER,Index of Economic Resources,URP,Usual resident population,15789
15700,Nambucca (A),IER,Index of Economic Resources,SCORE,Score,924
15700,Nambucca (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,726
15700,Nambucca (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1051
15700,Nambucca (A),IER,Index of Economic Resources,URP,Usual resident population,18642
15750,Narrabri (A),IER,Index of Economic Resources,SCORE,Score,966
15750,Narrabri (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,777
15750,Narrabri (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1116
15750,Narrabri (A),IER,Index of Economic Resources,URP,Usual resident population,12944
15800,Narrandera (A),IER,Index of Economic Resources,SCORE,Score,948
15800,Narrandera (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,856
15800,Narrandera (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1101
15800,Narrandera (A),IER,Index of Economic Resources,URP,Usual resident population,5897
15850,Narromine (A),IER,Index of Economic Resources,SCORE,Score,951
15850,Narromine (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,768
15850,Narromine (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1099
15850,Narromine (A),IER,Index of Economic Resources,URP,Usual resident population,6583
15900,Newcastle (C),IER,Index of Economic Resources,SCORE,Score,965
15900,Newcastle (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,495
15900,Newcastle (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1208
15900,Newcastle (C),IER,Index of Economic Resources,URP,Usual resident population,148542
15950,North Sydney (A),IER,Index of Economic Resources,SCORE,Score,1002
15950,North Sydney (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,692
15950,North Sydney (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1162
15950,North Sydney (A),IER,Index of Economic Resources,URP,Usual resident population,62300
16100,Oberon (A),IER,Index of Economic Resources,SCORE,Score,1006
16100,Oberon (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,816
16100,Oberon (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1091
16100,Oberon (A),IER,Index of Economic Resources,URP,Usual resident population,5027
16150,Orange (C),IER,Index of Economic Resources,SCORE,Score,984
16150,Orange (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,670
16150,Orange (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1169
16150,Orange (C),IER,Index of Economic Resources,URP,Usual resident population,38049
16180,Palerang (A),IER,Index of Economic Resources,SCORE,Score,1109
16180,Palerang (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,943
16180,Palerang (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1260
16180,Palerang (A),IER,Index of Economic Resources,URP,Usual resident population,14345
16200,Parkes (A),IER,Index of Economic Resources,SCORE,Score,957
16200,Parkes (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,781
16200,Parkes (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1132
16200,Parkes (A),IER,Index of Economic Resources,URP,Usual resident population,14589
16250,Parramatta (C),IER,Index of Economic Resources,SCORE,Score,959
16250,Parramatta (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,649
16250,Parramatta (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1213
16250,Parramatta (C),IER,Index of Economic Resources,URP,Usual resident population,166935
16350,Penrith (C),IER,Index of Economic Resources,SCORE,Score,1018
16350,Penrith (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,577
16350,Penrith (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1248
16350,Penrith (C),IER,Index of Economic Resources,URP,Usual resident population,178469
16370,Pittwater (A),IER,Index of Economic Resources,SCORE,Score,1109
16370,Pittwater (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,952
16370,Pittwater (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1181
16370,Pittwater (A),IER,Index of Economic Resources,URP,Usual resident population,57171
16380,Port Macquarie-Hastings (A),IER,Index of Economic Resources,SCORE,Score,975
16380,Port Macquarie-Hastings (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,707
16380,Port Macquarie-Hastings (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1139
16380,Port Macquarie-Hastings (A),IER,Index of Economic Resources,URP,Usual resident population,72700
16400,Port Stephens (A),IER,Index of Economic Resources,SCORE,Score,996
16400,Port Stephens (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,611
16400,Port Stephens (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1205
16400,Port Stephens (A),IER,Index of Economic Resources,URP,Usual resident population,64779
16470,Queanbeyan (C),IER,Index of Economic Resources,SCORE,Score,1046
16470,Queanbeyan (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,793
16470,Queanbeyan (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1260
16470,Queanbeyan (C),IER,Index of Economic Resources,URP,Usual resident population,37992
16550,Randwick (C),IER,Index of Economic Resources,SCORE,Score,980
16550,Randwick (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,531
16550,Randwick (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1213
16550,Randwick (C),IER,Index of Economic Resources,URP,Usual resident population,129015
16610,Richmond Valley (A),IER,Index of Economic Resources,SCORE,Score,940
16610,Richmond Valley (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,731
16610,Richmond Valley (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1099
16610,Richmond Valley (A),IER,Index of Economic Resources,URP,Usual resident population,22058
16650,Rockdale (C),IER,Index of Economic Resources,SCORE,Score,978
16650,Rockdale (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,782
16650,Rockdale (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1134
16650,Rockdale (C),IER,Index of Economic Resources,URP,Usual resident population,97291
16700,Ryde (C),IER,Index of Economic Resources,SCORE,Score,1012
16700,Ryde (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,635
16700,Ryde (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1159
16700,Ryde (C),IER,Index of Economic Resources,URP,Usual resident population,103039
16900,Shellharbour (C),IER,Index of Economic Resources,SCORE,Score,996
16900,Shellharbour (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,712
16900,Shellharbour (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1205
16900,Shellharbour (C),IER,Index of Economic Resources,URP,Usual resident population,63587
16950,Shoalhaven (C),IER,Index of Economic Resources,SCORE,Score,969
16950,Shoalhaven (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,599
16950,Shoalhaven (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1153
16950,Shoalhaven (C),IER,Index of Economic Resources,URP,Usual resident population,92784
17000,Singleton (A),IER,Index of Economic Resources,SCORE,Score,1048
17000,Singleton (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,755
17000,Singleton (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1202
17000,Singleton (A),IER,Index of Economic Resources,URP,Usual resident population,22727
17050,Snowy River (A),IER,Index of Economic Resources,SCORE,Score,1025
17050,Snowy River (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,924
17050,Snowy River (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1110
17050,Snowy River (A),IER,Index of Economic Resources,URP,Usual resident population,7509
17100,Strathfield (A),IER,Index of Economic Resources,SCORE,Score,987
17100,Strathfield (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,752
17100,Strathfield (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1172
17100,Strathfield (A),IER,Index of Economic Resources,URP,Usual resident population,35222
17150,Sutherland Shire (A),IER,Index of Economic Resources,SCORE,Score,1076
17150,Sutherland Shire (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,727
17150,Sutherland Shire (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1223
17150,Sutherland Shire (A),IER,Index of Economic Resources,URP,Usual resident population,210759
17200,Sydney (C),IER,Index of Economic Resources,SCORE,Score,894
17200,Sydney (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,496
17200,Sydney (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1195
17200,Sydney (C),IER,Index of Economic Resources,URP,Usual resident population,169523
17310,Tamworth Regional (A),IER,Index of Economic Resources,SCORE,Score,974
17310,Tamworth Regional (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,647
17310,Tamworth Regional (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1164
17310,Tamworth Regional (A),IER,Index of Economic Resources,URP,Usual resident population,56340
17350,Temora (A),IER,Index of Economic Resources,SCORE,Score,969
17350,Temora (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,844
17350,Temora (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1122
17350,Temora (A),IER,Index of Economic Resources,URP,Usual resident population,5758
17400,Tenterfield (A),IER,Index of Economic Resources,SCORE,Score,937
17400,Tenterfield (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,532
17400,Tenterfield (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1069
17400,Tenterfield (A),IER,Index of Economic Resources,URP,Usual resident population,6804
17420,The Hills Shire (A),IER,Index of Economic Resources,SCORE,Score,1129
17420,The Hills Shire (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,846
17420,The Hills Shire (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1264
17420,The Hills Shire (A),IER,Index of Economic Resources,URP,Usual resident population,169810
17450,Tumbarumba (A),IER,Index of Economic Resources,SCORE,Score,980
17450,Tumbarumba (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,892
17450,Tumbarumba (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1088
17450,Tumbarumba (A),IER,Index of Economic Resources,URP,Usual resident population,3364
17500,Tumut Shire (A),IER,Index of Economic Resources,SCORE,Score,970
17500,Tumut Shire (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,844
17500,Tumut Shire (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1118
17500,Tumut Shire (A),IER,Index of Economic Resources,URP,Usual resident population,10938
17550,Tweed (A),IER,Index of Economic Resources,SCORE,Score,968
17550,Tweed (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,726
17550,Tweed (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1152
17550,Tweed (A),IER,Index of Economic Resources,URP,Usual resident population,85163
17620,Upper Hunter Shire (A),IER,Index of Economic Resources,SCORE,Score,1003
17620,Upper Hunter Shire (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,882
17620,Upper Hunter Shire (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1162
17620,Upper Hunter Shire (A),IER,Index of Economic Resources,URP,Usual resident population,13766
17640,Upper Lachlan Shire (A),IER,Index of Economic Resources,SCORE,Score,1026
17640,Upper Lachlan Shire (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,950
17640,Upper Lachlan Shire (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1116
17640,Upper Lachlan Shire (A),IER,Index of Economic Resources,URP,Usual resident population,7203
17650,Uralla (A),IER,Index of Economic Resources,SCORE,Score,1001
17650,Uralla (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,893
17650,Uralla (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1111
17650,Uralla (A),IER,Index of Economic Resources,URP,Usual resident population,6033
17700,Urana (A),IER,Index of Economic Resources,SCORE,Score,985
17700,Urana (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,945
17700,Urana (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1030
17700,Urana (A),IER,Index of Economic Resources,URP,Usual resident population,1149
17750,Wagga Wagga (C),IER,Index of Economic Resources,SCORE,Score,991
17750,Wagga Wagga (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,613
17750,Wagga Wagga (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1217
17750,Wagga Wagga (C),IER,Index of Economic Resources,URP,Usual resident population,59460
17800,Wakool (A),IER,Index of Economic Resources,SCORE,Score,985
17800,Wakool (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,911
17800,Wakool (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1061
17800,Wakool (A),IER,Index of Economic Resources,URP,Usual resident population,3953
17850,Walcha (A),IER,Index of Economic Resources,SCORE,Score,991
17850,Walcha (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,885
17850,Walcha (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1082
17850,Walcha (A),IER,Index of Economic Resources,URP,Usual resident population,3033
17900,Walgett (A),IER,Index of Economic Resources,SCORE,Score,881
17900,Walgett (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,743
17900,Walgett (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1079
17900,Walgett (A),IER,Index of Economic Resources,URP,Usual resident population,6452
17950,Warren (A),IER,Index of Economic Resources,SCORE,Score,955
17950,Warren (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,817
17950,Warren (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1092
17950,Warren (A),IER,Index of Economic Resources,URP,Usual resident population,2752
18000,Warringah (A),IER,Index of Economic Resources,SCORE,Score,1079
18000,Warringah (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,763
18000,Warringah (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1233
18000,Warringah (A),IER,Index of Economic Resources,URP,Usual resident population,140789
18020,Warrumbungle Shire (A),IER,Index of Economic Resources,SCORE,Score,937
18020,Warrumbungle Shire (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,788
18020,Warrumbungle Shire (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1063
18020,Warrumbungle Shire (A),IER,Index of Economic Resources,URP,Usual resident population,9590
18050,Waverley (A),IER,Index of Economic Resources,SCORE,Score,1002
18050,Waverley (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,789
18050,Waverley (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1180
18050,Waverley (A),IER,Index of Economic Resources,URP,Usual resident population,63504
18100,Weddin (A),IER,Index of Economic Resources,SCORE,Score,971
18100,Weddin (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,815
18100,Weddin (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1083
18100,Weddin (A),IER,Index of Economic Resources,URP,Usual resident population,3661
18150,Wellington (A),IER,Index of Economic Resources,SCORE,Score,929
18150,Wellington (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,722
18150,Wellington (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1115
18150,Wellington (A),IER,Index of Economic Resources,URP,Usual resident population,8500
18200,Wentworth (A),IER,Index of Economic Resources,SCORE,Score,974
18200,Wentworth (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,804
18200,Wentworth (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1108
18200,Wentworth (A),IER,Index of Economic Resources,URP,Usual resident population,6610
18250,Willoughby (C),IER,Index of Economic Resources,SCORE,Score,1041
18250,Willoughby (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,614
18250,Willoughby (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1190
18250,Willoughby (C),IER,Index of Economic Resources,URP,Usual resident population,67378
18350,Wingecarribee (A),IER,Index of Economic Resources,SCORE,Score,1034
18350,Wingecarribee (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,750
18350,Wingecarribee (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1161
18350,Wingecarribee (A),IER,Index of Economic Resources,URP,Usual resident population,44383
18400,Wollondilly (A),IER,Index of Economic Resources,SCORE,Score,1083
18400,Wollondilly (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,859
18400,Wollondilly (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1254
18400,Wollondilly (A),IER,Index of Economic Resources,URP,Usual resident population,43247
18450,Wollongong (C),IER,Index of Economic Resources,SCORE,Score,975
18450,Wollongong (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,586
18450,Wollongong (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1237
18450,Wollongong (C),IER,Index of Economic Resources,URP,Usual resident population,192336
18500,Woollahra (A),IER,Index of Economic Resources,SCORE,Score,1040
18500,Woollahra (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,845
18500,Woollahra (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1203
18500,Woollahra (A),IER,Index of Economic Resources,URP,Usual resident population,52165
18550,Wyong (A),IER,Index of Economic Resources,SCORE,Score,973
18550,Wyong (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,614
18550,Wyong (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1200
18550,Wyong (A),IER,Index of Economic Resources,URP,Usual resident population,149732
18710,Yass Valley (A),IER,Index of Economic Resources,SCORE,Score,1088
18710,Yass Valley (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,938
18710,Yass Valley (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1249
18710,Yass Valley (A),IER,Index of Economic Resources,URP,Usual resident population,15025
18750,Young (A),IER,Index of Economic Resources,SCORE,Score,964
18750,Young (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,776
18750,Young (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1105
18750,Young (A),IER,Index of Economic Resources,URP,Usual resident population,12238
19399,Unincorporated NSW,IER,Index of Economic Resources,SCORE,Score,1029
19399,Unincorporated NSW,IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,987
19399,Unincorporated NSW,IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1082
19399,Unincorporated NSW,IER,Index of Economic Resources,URP,Usual resident population,1061
20110,Alpine (S),IER,Index of Economic Resources,SCORE,Score,977
20110,Alpine (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,879
20110,Alpine (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1078
20110,Alpine (S),IER,Index of Economic Resources,URP,Usual resident population,11891
20260,Ararat (RC),IER,Index of Economic Resources,SCORE,Score,966
20260,Ararat (RC),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,776
20260,Ararat (RC),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1113
20260,Ararat (RC),IER,Index of Economic Resources,URP,Usual resident population,11174
20570,Ballarat (C),IER,Index of Economic Resources,SCORE,Score,962
20570,Ballarat (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,638
20570,Ballarat (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1149
20570,Ballarat (C),IER,Index of Economic Resources,URP,Usual resident population,93517
20660,Banyule (C),IER,Index of Economic Resources,SCORE,Score,1021
20660,Banyule (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,744
20660,Banyule (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1191
20660,Banyule (C),IER,Index of Economic Resources,URP,Usual resident population,118282
20740,Bass Coast (S),IER,Index of Economic Resources,SCORE,Score,979
20740,Bass Coast (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,811
20740,Bass Coast (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1122
20740,Bass Coast (S),IER,Index of Economic Resources,URP,Usual resident population,29638
20830,Baw Baw (S),IER,Index of Economic Resources,SCORE,Score,1008
20830,Baw Baw (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,764
20830,Baw Baw (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1152
20830,Baw Baw (S),IER,Index of Economic Resources,URP,Usual resident population,42902
20910,Bayside (C),IER,Index of Economic Resources,SCORE,Score,1069
20910,Bayside (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,724
20910,Bayside (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1164
20910,Bayside (C),IER,Index of Economic Resources,URP,Usual resident population,91855
21010,Benalla (RC),IER,Index of Economic Resources,SCORE,Score,965
21010,Benalla (RC),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,654
21010,Benalla (RC),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1101
21010,Benalla (RC),IER,Index of Economic Resources,URP,Usual resident population,13672
21110,Boroondara (C),IER,Index of Economic Resources,SCORE,Score,1054
21110,Boroondara (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,775
21110,Boroondara (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1188
21110,Boroondara (C),IER,Index of Economic Resources,URP,Usual resident population,159134
21180,Brimbank (C),IER,Index of Economic Resources,SCORE,Score,967
21180,Brimbank (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,749
21180,Brimbank (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1165
21180,Brimbank (C),IER,Index of Economic Resources,URP,Usual resident population,182703
21270,Buloke (S),IER,Index of Economic Resources,SCORE,Score,966
21270,Buloke (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,892
21270,Buloke (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1059
21270,Buloke (S),IER,Index of Economic Resources,URP,Usual resident population,6372
21370,Campaspe (S),IER,Index of Economic Resources,SCORE,Score,979
21370,Campaspe (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,752
21370,Campaspe (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1129
21370,Campaspe (S),IER,Index of Economic Resources,URP,Usual resident population,36348
21450,Cardinia (S),IER,Index of Economic Resources,SCORE,Score,1044
21450,Cardinia (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,838
21450,Cardinia (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1191
21450,Cardinia (S),IER,Index of Economic Resources,URP,Usual resident population,74174
21610,Casey (C),IER,Index of Economic Resources,SCORE,Score,1034
21610,Casey (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,756
21610,Casey (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1210
21610,Casey (C),IER,Index of Economic Resources,URP,Usual resident population,252347
21670,Central Goldfields (S),IER,Index of Economic Resources,SCORE,Score,927
21670,Central Goldfields (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,706
21670,Central Goldfields (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1075
21670,Central Goldfields (S),IER,Index of Economic Resources,URP,Usual resident population,12495
21750,Colac-Otway (S),IER,Index of Economic Resources,SCORE,Score,982
